u,v,score
111,145,-19.203753
32,184,-19.206408
121,172,-19.207823
111,179,-19.208952
121,175,-19.209164
17,56,-19.209715
69,102,-19.210459
27,144,-19.210533
1,68,-19.210596
78,135,-19.210629
169,182,-19.21065
4,58,-19.211882
132,140,-19.212
173,180,-19.212675
22,99,-19.213255
109,191,-19.214205
112,143,-19.214815
146,154,-19.215792
21,130,-19.216787
132,145,-19.217276
121,126,-19.219112
58,163,-19.21916
49,67,-19.21961
86,192,-19.219679
100,119,-19.220858
17,51,-19.22178
128,191,-19.222473
103,117,-19.222486
76,141,-19.222773
32,169,-19.222975
53,115,-19.223837
19,163,-19.224613
55,106,-19.225622
157,186,-19.225677
128,166,-19.227276
42,61,-19.23009
64,157,-19.232084
62,126,-19.234037
132,181,-19.234207
119,141,-19.234694
134,160,-19.236063
29,122,-19.238855
67,138,-19.239561
9,111,-19.239868
30,95,-19.241049
70,187,-19.241682
3,19,-19.242838
5,80,-19.24412
108,186,-19.246859
12,41,-19.247175
35,124,-19.247255
59,69,-19.247593
13,127,-19.248678
118,179,-19.25387
133,181,-19.254765
28,38,-19.25482
89,150,-19.254984
58,140,-19.25568
11,12,-19.257668
49,182,-19.257895
140,146,-19.259659
105,151,-19.259682
121,135,-19.259726
74,112,-19.259943
18,87,-19.260149
21,185,-19.260668
170,191,-19.260805
29,59,-19.261087
28,141,-19.26167
99,145,-19.262247
13,82,-19.262712
7,22,-19.263113
64,187,-19.263605
67,160,-19.26401
66,73,-19.26408
99,179,-19.26437
115,184,-19.265234
14,62,-19.265469
57,64,-19.268988
156,181,-19.269556
109,150,-19.271276
19,49,-19.271574
102,169,-19.273058
123,124,-19.27401
45,175,-19.275618
18,86,-19.276134
27,155,-19.277197
72,126,-19.278309
180,190,-19.278902
56,74,-19.279028
86,124,-19.281794
55,170,-19.282257
122,143,-19.282337
58,179,-19.285433
49,122,-19.286566
1,12,-19.28676
134,166,-19.287222
74,145,-19.288784
41,175,-19.288828
55,118,-19.290022
68,186,-19.292147
133,182,-19.295393
60,70,-19.295813
21,38,-19.296225
42,87,-19.296581
69,166,-19.298643
14,66,-19.29867
61,189,-19.299643
133,179,-19.30099
42,95,-19.30114
45,155,-19.30167
5,48,-19.302149
27,185,-19.302492
123,185,-19.302786
72,175,-19.302814
119,149,-19.303827
32,112,-19.30463
29,111,-19.304909
17,125,-19.30542
95,178,-19.305857
12,93,-19.306087
69,131,-19.30712
19,170,-19.309114
38,86,-19.310457
30,76,-19.31048
67,170,-19.311024
19,83,-19.311674
125,188,-19.314053
7,154,-19.314726
90,181,-19.315199
38,76,-19.315912
132,134,-19.31605
33,186,-19.317629
69,145,-19.318275
56,58,-19.318327
93,175,-19.318977
119,185,-19.319357
121,155,-19.31957
133,169,-19.321367
21,79,-19.321814
17,152,-19.324926
83,174,-19.32534
16,123,-19.3254
56,191,-19.32623
56,131,-19.326986
3,166,-19.327496
56,181,-19.32839
74,181,-19.329477
67,111,-19.331318
82,165,-19.331732
9,143,-19.332294
58,188,-19.33354
138,159,-19.33357
28,30,-19.333931
61,158,-19.334211
13,190,-19.33426
125,191,-19.335047
11,108,-19.336676
112,160,-19.338274
21,113,-19.338442
127,145,-19.338812
17,169,-19.343859
19,29,-19.344301
48,108,-19.344498
48,126,-19.345575
45,144,-19.345766
1,5,-19.345768
18,27,-19.345915
19,58,-19.346285
19,125,-19.347364
56,128,-19.347536
93,155,-19.3482
97,131,-19.348284
67,173,-19.34881
125,146,-19.34889
11,126,-19.351202
5,186,-19.35172
145,154,-19.3519
49,188,-19.353048
22,111,-19.354086
138,154,-19.355095
27,177,-19.357775
6,21,-19.358019
42,76,-19.358408
146,156,-19.359272
72,155,-19.35943
48,172,-19.360298
14,72,-19.365393
86,141,-19.366087
1,135,-19.366274
95,149,-19.369194
56,179,-19.369514
29,179,-19.37113
14,27,-19.371988
106,110,-19.372465
29,166,-19.372534
80,126,-19.373446
7,179,-19.373796
11,172,-19.37472
59,150,-19.375862
46,68,-19.380087
87,158,-19.381165
46,57,-19.381271
131,146,-19.381285
9,32,-19.382113
123,192,-19.382433
154,179,-19.382484
7,128,-19.38281
107,115,-19.382946
45,185,-19.38521
43,108,-19.38606
117,180,-19.386307
27,73,-19.387556
159,170,-19.387682
80,108,-19.38793
12,190,-19.388453
12,80,-19.388668
51,58,-19.389172
166,188,-19.390112
61,149,-19.390545
128,152,-19.393454
133,163,-19.39396
93,177,-19.39688
16,27,-19.398485
95,189,-19.399809
118,181,-19.399843
9,170,-19.400213
5,78,-19.401735
133,140,-19.402231
12,78,-19.402643
45,73,-19.402864
87,100,-19.403502
64,135,-19.404034
13,56,-19.404657
87,130,-19.405355
19,179,-19.405804
43,126,-19.406485
154,170,-19.406721
29,160,-19.406727
66,124,-19.40785
87,178,-19.40905
55,89,-19.409815
82,122,-19.410208
36,59,-19.411854
7,140,-19.4135
105,180,-19.413813
13,125,-19.414022
128,131,-19.415201
140,190,-19.417067
4,190,-19.417093
160,188,-19.417837
62,73,-19.418697
1,108,-19.419382
15,83,-19.420185
68,70,-19.42039
74,152,-19.420801
119,178,-19.421103
99,110,-19.421122
82,154,-19.421303
17,182,-19.423433
32,122,-19.423674
44,119,-19.424765
102,132,-19.424814
18,45,-19.425081
166,190,-19.425459
44,61,-19.428009
6,61,-19.428207
146,152,-19.43028
58,182,-19.43049
119,192,-19.430532
76,178,-19.435827
30,86,-19.437899
32,152,-19.439669
16,66,-19.441313
153,173,-19.442945
21,91,-19.44361
16,35,-19.443764
12,186,-19.444113
99,182,-19.444407
132,163,-19.44475
121,177,-19.444921
41,155,-19.445509
95,158,-19.445581
78,108,-19.448345
9,140,-19.448593
11,175,-19.449022
5,43,-19.44967
12,48,-19.449873
13,69,-19.450947
134,154,-19.451294
14,143,-19.451857
89,127,-19.45282
30,119,-19.452843
38,123,-19.453875
12,143,-19.454193
67,69,-19.45426
28,178,-19.455214
179,181,-19.455511
131,160,-19.455822
32,156,-19.456589
28,42,-19.4568
36,154,-19.45719
109,131,-19.457422
137,187,-19.458323
143,177,-19.458689
1,175,-19.459269
4,166,-19.459578
41,144,-19.46
14,121,-19.46116
69,156,-19.461245
89,102,-19.461805
122,137,-19.462046
102,125,-19.462107
4,13,-19.463766
41,177,-19.464346
43,172,-19.465544
29,56,-19.466143
80,172,-19.468185
45,177,-19.468473
175,186,-19.468739
33,64,-19.468756
27,124,-19.468912
3,22,-19.469833
159,190,-19.47228
61,100,-19.472996
102,156,-19.47352
150,160,-19.475065
107,137,-19.475084
18,66,-19.475237
4,7,-19.475256
93,144,-19.475273
72,73,-19.476141
90,103,-19.476141
118,182,-19.476507
36,125,-19.476685
163,170,-19.478064
4,127,-19.478437
38,66,-19.47942
14,45,-19.480608
109,179,-19.481178
82,128,-19.48153
21,189,-19.48158
1,172,-19.483095
30,87,-19.483095
172,186,-19.484543
4,32,-19.484808
60,105,-19.4863
90,166,-19.486856
46,187,-19.487402
86,178,-19.48777
6,119,-19.488535
18,123,-19.49012
145,170,-19.490473
59,97,-19.492868
17,59,-19.494713
67,74,-19.496275
61,162,-19.496439
135,186,-19.497194
103,132,-19.497587
29,181,-19.498777
72,177,-19.499334
111,112,-19.49977
83,163,-19.50191
49,184,-19.505623
74,188,-19.507645
67,143,-19.508318
82,145,-19.508871
70,157,-19.510107
58,152,-19.510754
78,126,-19.513334
78,172,-19.513458
134,159,-19.513636
17,145,-19.514473
44,87,-19.516497
137,180,-19.516502
87,149,-19.51908
97,153,-19.519743
21,50,-19.520369
89,166,-19.520407
95,100,-19.523348
44,95,-19.52371
55,83,-19.525892
13,22,-19.5268
14,41,-19.526999
22,74,-19.528269
122,191,-19.528929
17,109,-19.528948
12,69,-19.530264
137,175,-19.530764
80,175,-19.531084
35,185,-19.531176
35,192,-19.536829
95,130,-19.539003
1,126,-19.540674
125,134,-19.54073
76,189,-19.541662
163,190,-19.54188
163,181,-19.54222
125,166,-19.54245
90,102,-19.5435
16,45,-19.543646
95,162,-19.543736
72,144,-19.544073
119,189,-19.544378
103,105,-19.545092
109,166,-19.545284
97,110,-19.5459
27,192,-19.547472
11,14,-19.547684
19,103,-19.547981
22,109,-19.5487
122,190,-19.549185
12,43,-19.550364
17,89,-19.550837
59,146,-19.554026
30,123,-19.554237
123,141,-19.555063
127,159,-19.555164
73,121,-19.556065
36,159,-19.557047
3,56,-19.558043
46,135,-19.559752
61,130,-19.562084
76,158,-19.563742
110,170,-19.56399
32,55,-19.564388
109,170,-19.56478
14,93,-19.56497
93,185,-19.566639
82,102,-19.566647
9,13,-19.567984
35,141,-19.56989
22,90,-19.569891
59,145,-19.57023
5,70,-19.570452
122,127,-19.572302
41,73,-19.572346
132,152,-19.572966
73,93,-19.573664
22,128,-19.57403
13,134,-19.575474
14,90,-19.576143
48,175,-19.576683
58,59,-19.577045
132,166,-19.577896
58,125,-19.57801
99,122,-19.579073
89,180,-19.579103
6,95,-19.579287
87,185,-19.579422
70,108,-19.580408
127,152,-19.5813
1,14,-19.58137
21,136,-19.58189
56,133,-19.58219
119,158,-19.582981
48,144,-19.586077
87,162,-19.586111
110,173,-19.586332
56,127,-19.593256
125,156,-19.594128
55,111,-19.594267
140,182,-19.594475
11,155,-19.595205
38,119,-19.59564
45,124,-19.596003
99,153,-19.597559
9,69,-19.59775
51,102,-19.599173
67,191,-19.600622
62,144,-19.601048
90,188,-19.602098
62,124,-19.602327
76,149,-19.602747
118,163,-19.60293
17,179,-19.60367
119,162,-19.603958
6,76,-19.604084
3,128,-19.606087
59,152,-19.60777
69,184,-19.609179
155,186,-19.610304
115,122,-19.61112
28,149,-19.612192
138,152,-19.614962
126,186,-19.615524
18,35,-19.616161
28,189,-19.617453
64,172,-19.617481
122,134,-19.618107
64,108,-19.618563
28,158,-19.61862
132,182,-19.618654
42,86,-19.620436
90,163,-19.620495
51,99,-19.620504
3,133,-19.620525
125,133,-19.621649
29,89,-19.623272
46,157,-19.623503
140,188,-19.625254
67,190,-19.626822
32,181,-19.626974
140,156,-19.627794
14,190,-19.633274
51,146,-19.633959
59,191,-19.635214
51,133,-19.635275
82,169,-19.635592
76,100,-19.63668
33,46,-19.636892
27,38,-19.639193
163,188,-19.640465
30,66,-19.641201
90,107,-19.64327
66,192,-19.647104
121,144,-19.648
32,165,-19.648268
11,144,-19.64863
78,175,-19.64974
7,181,-19.650301
36,131,-19.650335
58,67,-19.650637
134,140,-19.651466
134,152,-19.655182
110,118,-19.657404
67,97,-19.65814
80,155,-19.658821
90,140,-19.658913
45,192,-19.659357
19,134,-19.661257
9,173,-19.66126
156,190,-19.661762
67,90,-19.66356
152,170,-19.663866
38,87,-19.66435
35,42,-19.664984
66,141,-19.666052
127,179,-19.666906
109,140,-19.66804
43,175,-19.668245
143,180,-19.668509
109,152,-19.669601
48,185,-19.670761
76,162,-19.67185
16,62,-19.672436
121,124,-19.672972
4,191,-19.674192
41,185,-19.675035
159,166,-19.675371
17,154,-19.675974
177,186,-19.67716
111,152,-19.677956
34,170,-19.678272
80,144,-19.67864
6,87,-19.679014
42,123,-19.679705
111,159,-19.682081
112,182,-19.682137
69,169,-19.682814
127,140,-19.684074
69,175,-19.685219
55,169,-19.685385
131,132,-19.685955
118,191,-19.687988
1,177,-19.689844
90,131,-19.691427
70,135,-19.692102
11,18,-19.692286
29,159,-19.692394
33,70,-19.69364
49,165,-19.693678
83,110,-19.69412
140,152,-19.694145
30,35,-19.695246
152,154,-19.698023
109,145,-19.6981
14,186,-19.698847
70,126,-19.698984
102,179,-19.700388
11,73,-19.700747
106,122,-19.700932
9,181,-19.702337
38,45,-19.702934
99,107,-19.703726
122,146,-19.703772
22,191,-19.704702
90,165,-19.707129
55,125,-19.707458
1,155,-19.711573
3,102,-19.711754
61,91,-19.7118
51,111,-19.71279
41,124,-19.713404
97,151,-19.713804
28,100,-19.71599
72,124,-19.716051
34,128,-19.716307
28,162,-19.716887
78,144,-19.718569
4,118,-19.720327
123,178,-19.7216
74,163,-19.722363
175,190,-19.722795
28,44,-19.723299
146,153,-19.724087
22,138,-19.724836
11,177,-19.724863
121,185,-19.725033
55,133,-19.72606
115,180,-19.727919
64,126,-19.728714
22,170,-19.729614
21,54,-19.729969
103,106,-19.730162
154,188,-19.730448
117,157,-19.730585
44,76,-19.731735
27,141,-19.732004
48,155,-19.732573
17,112,-19.733128
22,49,-19.733376
13,153,-19.73485
11,16,-19.734941
74,150,-19.737347
110,128,-19.738966
131,179,-19.740786
184,191,-19.741497
70,175,-19.741842
102,163,-19.743954
110,138,-19.744492
86,100,-19.745472
43,155,-19.746748
14,48,-19.747313
80,177,-19.747423
43,144,-19.74798
67,133,-19.750372
156,163,-19.751192
22,127,-19.752388
35,100,-19.752985
97,112,-19.753263
59,138,-19.756096
90,159,-19.756964
18,72,-19.757101
7,152,-19.757553
14,80,-19.757727
35,149,-19.757778
12,137,-19.760643
3,112,-19.760897
137,157,-19.760988
4,82,-19.761433
48,73,-19.761484
90,175,-19.76206
68,117,-19.762484
73,186,-19.76288
67,118,-19.76458
55,97,-19.764603
60,106,-19.765394
36,110,-19.766062
7,9,-19.766165
169,188,-19.766573
18,41,-19.767195
7,122,-19.769266
16,41,-19.769388
156,179,-19.769564
28,130,-19.76991
143,150,-19.77078
166,191,-19.771427
103,191,-19.771631
86,189,-19.771952
131,190,-19.772566
99,184,-19.773344
87,113,-19.775187
59,128,-19.77637
61,101,-19.776543
99,103,-19.777132
16,93,-19.778173
59,102,-19.778624
32,110,-19.780785
4,89,-19.781279
11,185,-19.781492
59,154,-19.782345
112,156,-19.783236
90,187,-19.783607
4,154,-19.78361
58,169,-19.783636
12,70,-19.783747
103,115,-19.785593
45,141,-19.786964
3,150,-19.788158
83,131,-19.788286
152,160,-19.790182
163,169,-19.790619
49,131,-19.790768
16,72,-19.791399
93,124,-19.791449
147,173,-19.791746
43,185,-19.792965
100,123,-19.794329
143,153,-19.794334
18,48,-19.794374
82,156,-19.795105
117,187,-19.79511
86,158,-19.795193
109,181,-19.795303
70,172,-19.796011
17,153,-19.796167
102,112,-19.796623
2,21,-19.79838
57,105,-19.798391
74,122,-19.798899
18,93,-19.800142
60,115,-19.800283
35,178,-19.800522
91,95,-19.80119
56,82,-19.803043
79,119,-19.803268
74,140,-19.803736
27,30,-19.804476
152,191,-19.804632
7,110,-19.80483
16,121,-19.805159
55,190,-19.805387
125,138,-19.805603
50,61,-19.805964
102,159,-19.806496
73,80,-19.807161
6,28,-19.807528
29,125,-19.80874
48,177,-19.808786
56,134,-19.809113
27,178,-19.809364
16,48,-19.811995
131,154,-19.812237
173,184,-19.814478
50,95,-19.81677
153,169,-19.817146
5,64,-19.817211
154,181,-19.81742
14,43,-19.81819
19,156,-19.821684
99,131,-19.821943
122,132,-19.822247
107,173,-19.822956
30,45,-19.823553
12,64,-19.82415
181,190,-19.824728
99,174,-19.82519
35,38,-19.82538
133,154,-19.826033
79,87,-19.827105
4,17,-19.827288
19,188,-19.829718
56,140,-19.829874
137,151,-19.829912
160,165,-19.832333
27,42,-19.833784
17,122,-19.83552
90,182,-19.835546
103,160,-19.83607
42,66,-19.839191
6,86,-19.84044
140,154,-19.841879
29,140,-19.841955
56,170,-19.842356
13,191,-19.843029
78,155,-19.844011
102,145,-19.844944
7,129,-19.84524
70,177,-19.845255
21,31,-19.845556
4,156,-19.846308
62,192,-19.846502
80,185,-19.846972
87,189,-19.84735
44,86,-19.847565
137,165,-19.848293
79,95,-19.849138
64,175,-19.849342
25,106,-19.849459
38,93,-19.850075
128,184,-19.850374
112,125,-19.850477
57,117,-19.85162
109,133,-19.852118
103,173,-19.852983
50,119,-19.853548
17,67,-19.854815
72,192,-19.855236
140,159,-19.857162
117,172,-19.858
33,117,-19.858377
16,43,-19.858826
21,101,-19.858957
133,145,-19.859394
66,178,-19.859594
43,73,-19.859732
36,145,-19.860949
66,100,-19.862345
110,146,-19.862917
61,79,-19.863062
25,51,-19.864664
70,155,-19.865309
177,190,-19.867233
76,130,-19.867506
36,153,-19.867632
11,124,-19.86798
56,118,-19.868418
48,124,-19.86843
4,138,-19.86908
86,149,-19.869268
153,170,-19.869642
50,87,-19.869818
9,160,-19.869856
13,67,-19.87079
67,146,-19.871881
134,156,-19.87198
18,121,-19.872276
43,177,-19.874773
78,185,-19.876661
56,152,-19.876814
86,162,-19.878473
46,108,-19.878569
49,110,-19.878677
82,159,-19.879068
137,174,-19.879782
69,165,-19.880598
5,46,-19.881876
67,99,-19.882324
145,179,-19.882866
89,188,-19.883533
16,80,-19.885695
6,123,-19.885908
125,140,-19.886185
45,178,-19.886759
108,117,-19.887236
56,156,-19.88724
143,174,-19.88768
123,149,-19.888533
6,66,-19.889832
89,153,-19.890184
35,158,-19.891104
49,159,-19.891722
19,145,-19.892454
144,186,-19.894667
29,67,-19.89491
87,136,-19.895197
14,78,-19.895285
19,177,-19.895739
103,109,-19.896078
115,151,-19.89608
42,45,-19.897823
18,43,-19.898
9,36,-19.898396
3,165,-19.900831
103,146,-19.901386
13,188,-19.901608
132,159,-19.901937
9,134,-19.90201
19,159,-19.90262
111,131,-19.903093
82,180,-19.903498
17,55,-19.903532
3,134,-19.904173
55,59,-19.904503
46,126,-19.905806
119,130,-19.906675
18,80,-19.907042
7,159,-19.907055
137,172,-19.907776
68,105,-19.90843
22,150,-19.91059
38,41,-19.910904
62,141,-19.911404
1,73,-19.91162
19,180,-19.912138
95,101,-19.913244
1,144,-19.915487
25,143,-19.915915
86,130,-19.91613
72,185,-19.91627
4,152,-19.917467
89,191,-19.918242
59,165,-19.918505
19,181,-19.918907
34,146,-19.919102
58,122,-19.919785
105,187,-19.920103
134,169,-19.920769
87,91,-19.921274
113,119,-19.92262
124,186,-19.923677
42,62,-19.923716
35,44,-19.924437
76,91,-19.925348
6,35,-19.92623
4,146,-19.92658
46,172,-19.927418
76,101,-19.927917
18,78,-19.928286
44,123,-19.929045
74,165,-19.92906
67,132,-19.929075
59,112,-19.929325
169,179,-19.929483
56,169,-19.929703
93,141,-19.931017
55,128,-19.931128
97,145,-19.93114
132,188,-19.932884
21,104,-19.932993
145,146,-19.934788
78,177,-19.934917
138,145,-19.937212
43,124,-19.9397
41,192,-19.941217
123,189,-19.94477
110,190,-19.946432
188,191,-19.946535
49,163,-19.946537
137,176,-19.94702
15,170,-19.947165
83,176,-19.948627
11,192,-19.949057
25,97,-19.950998
4,128,-19.951548
106,184,-19.952269
34,118,-19.952377
5,117,-19.955168
9,138,-19.955603
48,192,-19.956656
13,131,-19.95677
82,107,-19.95812
175,191,-19.959635
61,136,-19.963083
106,172,-19.963835
83,153,-19.963837
131,173,-19.96456
118,147,-19.965654
138,153,-19.965796
93,192,-19.966135
72,141,-19.966557
102,154,-19.967833
18,62,-19.969563
67,179,-19.97048
82,140,-19.973804
21,164,-19.973986
34,111,-19.975565
49,150,-19.976183
61,113,-19.976448
91,119,-19.976599
12,191,-19.97826
112,169,-19.979177
82,163,-19.97929
64,177,-19.979391
62,100,-19.979969
50,76,-19.985292
97,180,-19.986696
78,124,-19.987093
179,184,-19.98734
95,113,-19.989061
1,124,-19.989824
15,36,-19.990688
56,166,-19.992926
123,162,-19.993122
181,191,-19.99389
13,145,-19.994528
118,184,-19.995882
7,153,-19.996088
95,136,-19.997305
73,78,-19.99735
27,189,-19.99821
33,105,-19.99866
4,140,-20.00006
128,145,-20.000921
44,66,-20.000988
28,91,-20.001085
87,101,-20.001139
3,67,-20.002056
67,127,-20.002096
182,190,-20.002096
83,122,-20.002645
1,18,-20.003813
9,112,-20.005154
76,79,-20.006285
29,109,-20.006449
38,48,-20.006998
123,158,-20.007116
35,162,-20.007977
66,189,-20.00881
80,124,-20.010828
107,160,-20.012922
4,97,-20.013887
125,163,-20.014795
169,191,-20.014841
128,177,-20.014849
59,188,-20.015608
12,46,-20.016165
106,153,-20.016233
89,182,-20.017237
9,82,-20.017523
31,61,-20.017565
121,192,-20.017664
17,131,-20.019062
56,163,-20.019175
30,93,-20.019306
67,166,-20.020647
41,141,-20.020674
11,141,-20.021214
19,150,-20.021872
43,192,-20.022932
9,74,-20.023514
112,140,-20.023706
30,121,-20.023869
49,103,-20.024153
59,134,-20.024155
42,121,-20.025301
19,140,-20.02635
64,185,-20.026535
108,133,-20.028902
185,186,-20.029284
38,43,-20.029995
51,140,-20.030144
121,141,-20.031507
19,184,-20.033022
156,191,-20.033884
34,36,-20.033907
3,29,-20.036112
102,109,-20.037088
42,72,-20.038208
19,131,-20.038336
28,50,-20.038668
67,134,-20.039392
62,185,-20.03971
64,144,-20.039902
27,100,-20.040277
22,182,-20.040422
82,181,-20.042076
125,150,-20.043188
12,127,-20.043585
16,78,-20.043768
35,189,-20.044569
9,118,-20.04505
117,135,-20.04682
54,95,-20.047121
30,41,-20.0474
103,127,-20.047781
25,137,-20.047836
74,184,-20.048388
11,38,-20.048761
102,191,-20.04893
125,152,-20.049545
64,73,-20.050474
3,182,-20.051117
9,90,-20.052223
14,191,-20.054037
9,132,-20.05464
56,154,-20.054861
99,147,-20.055773
6,27,-20.05811
137,147,-20.061472
34,134,-20.06199
62,149,-20.06251
132,187,-20.062555
106,150,-20.064821
9,102,-20.065916
64,155,-20.066082
187,191,-20.067549
122,160,-20.0683
29,169,-20.071245
12,90,-20.071733
160,184,-20.071985
7,107,-20.072443
41,42,-20.07268
66,149,-20.072708
73,143,-20.074152
22,83,-20.07448
146,175,-20.074718
9,29,-20.075548
55,69,-20.076227
61,164,-20.077171
51,173,-20.077213
13,110,-20.077272
109,184,-20.077955
45,189,-20.07826
28,79,-20.07966
51,134,-20.080568
74,131,-20.081892
30,72,-20.083818
83,150,-20.084864
129,137,-20.084883
22,32,-20.085382
14,64,-20.08668
70,73,-20.086746
103,154,-20.087257
9,156,-20.087317
112,190,-20.087486
169,180,-20.087736
133,153,-20.087996
61,88,-20.088076
159,163,-20.08842
134,179,-20.088503
143,175,-20.09039
58,89,-20.093378
22,133,-20.093632
22,69,-20.09373
69,180,-20.093994
118,174,-20.09405
105,108,-20.096172
105,157,-20.096842
4,179,-20.098934
13,150,-20.099619
150,190,-20.10068
54,87,-20.10111
31,95,-20.101814
32,34,-20.10195
14,82,-20.102488
67,154,-20.102612
112,132,-20.102636
117,175,-20.103443
160,163,-20.103855
97,150,-20.10402
34,138,-20.104742
1,16,-20.10552
25,128,-20.105541
127,131,-20.107733
132,165,-20.108883
38,121,-20.10894
18,186,-20.109205
29,182,-20.109781
14,70,-20.110956
30,62,-20.112583
156,176,-20.11278
4,36,-20.113329
70,144,-20.114618
173,174,-20.114851
131,191,-20.115107
16,186,-20.115486
19,59,-20.117146
146,180,-20.118502
59,122,-20.121479
27,162,-20.122086
12,117,-20.122747
89,145,-20.123194
15,106,-20.12363
66,158,-20.124123
108,137,-20.124285
105,135,-20.124731
33,190,-20.124802
9,67,-20.126486
9,127,-20.126513
83,147,-20.126532
106,151,-20.126877
27,149,-20.12784
86,91,-20.127844
19,110,-20.127909
11,42,-20.12802
64,124,-20.128572
51,163,-20.128767
36,151,-20.128931
76,136,-20.129272
80,192,-20.129923
28,101,-20.129988
29,154,-20.131495
55,188,-20.13174
156,182,-20.131922
36,150,-20.13268
21,88,-20.132711
86,101,-20.13354
131,140,-20.133902
13,163,-20.13646
55,160,-20.136969
55,74,-20.138811
11,30,-20.139408
19,102,-20.140205
121,178,-20.140356
14,32,-20.143343
15,97,-20.144632
4,56,-20.144796
56,89,-20.14625
46,144,-20.146832
110,133,-20.147263
46,175,-20.148037
19,182,-20.148458
29,184,-20.149061
36,163,-20.149733
99,165,-20.150064
163,166,-20.150461
137,177,-20.151178
42,93,-20.152077
38,62,-20.153177
49,129,-20.154554
12,132,-20.15526
90,110,-20.156843
15,166,-20.157629
42,48,-20.158182
152,188,-20.158527
12,82,-20.158539
61,104,-20.158577
30,48,-20.15906
152,166,-20.160372
22,82,-20.160696
45,158,-20.16236
31,76,-20.163713
51,74,-20.164743
59,179,-20.166666
3,140,-20.167768
66,162,-20.168484
29,145,-20.168825
99,180,-20.16912
88,95,-20.170227
4,145,-20.172716
78,192,-20.172796
56,67,-20.173292
93,178,-20.1742
119,136,-20.17503
107,146,-20.176643
80,141,-20.177092
54,61,-20.177216
106,177,-20.178785
123,130,-20.180195
132,184,-20.18163
27,44,-20.182415
22,59,-20.183374
3,152,-20.183462
45,149,-20.183838
100,121,-20.184566
41,100,-20.184977
28,113,-20.18545
5,143,-20.185495
49,107,-20.185633
110,169,-20.185745
76,88,-20.186365
41,178,-20.186842
14,117,-20.187998
121,149,-20.189398
145,152,-20.189928
48,141,-20.190653
51,118,-20.190847
13,154,-20.191065
15,99,-20.191137
127,165,-20.192575
32,180,-20.194536
45,100,-20.194666
72,178,-20.195784
28,136,-20.19789
160,187,-20.199602
21,98,-20.202776
165,191,-20.203127
90,150,-20.203905
125,180,-20.204496
109,163,-20.205168
56,159,-20.206219
19,152,-20.207067
22,118,-20.208052
32,163,-20.208818
89,179,-20.209326
154,163,-20.209383
50,86,-20.209597
13,176,-20.210335
4,112,-20.210852
67,182,-20.211506
31,119,-20.213552
49,147,-20.21517
38,72,-20.215242
42,78,-20.216196
109,157,-20.21626
66,130,-20.216282
125,159,-20.217743
34,99,-20.218374
111,122,-20.219051
62,178,-20.220928
35,50,-20.221304
38,80,-20.22142
9,97,-20.222141
45,162,-20.222204
22,125,-20.223368
11,178,-20.223766
127,182,-20.224066
27,158,-20.225096
13,159,-20.22561
72,149,-20.229565
89,163,-20.232138
97,152,-20.232302
106,180,-20.23231
112,127,-20.232761
54,119,-20.232922
138,184,-20.23437
31,87,-20.235868
155,190,-20.235926
122,128,-20.23625
90,180,-20.236399
143,147,-20.237383
95,164,-20.237879
87,104,-20.240072
44,62,-20.240435
38,78,-20.240507
12,106,-20.241404
60,97,-20.242447
163,191,-20.242933
4,125,-20.243017
118,122,-20.24346
141,186,-20.244473
25,181,-20.245584
146,184,-20.245626
48,178,-20.24571
57,115,-20.245901
17,129,-20.246313
76,113,-20.246912
103,111,-20.247248
22,56,-20.24741
38,64,-20.248112
9,146,-20.249596
3,131,-20.249784
19,55,-20.25064
14,106,-20.250822
72,158,-20.25125
35,79,-20.251753
51,69,-20.251905
34,83,-20.251913
50,123,-20.252325
4,133,-20.253763
30,43,-20.254011
117,126,-20.255077
43,141,-20.256968
30,80,-20.257406
93,100,-20.257767
7,184,-20.258045
154,166,-20.258598
42,80,-20.25883
35,130,-20.259974
55,102,-20.260923
109,134,-20.261015
107,143,-20.261362
61,142,-20.261538
1,42,-20.262518
117,155,-20.264648
83,129,-20.266249
111,150,-20.268032
46,185,-20.26835
83,184,-20.268507
6,45,-20.269846
105,172,-20.270826
62,162,-20.27097
14,46,-20.271784
18,64,-20.272043
129,160,-20.272871
13,55,-20.2729
78,141,-20.27389
89,140,-20.27446
15,156,-20.274508
72,100,-20.274607
3,184,-20.2749
27,130,-20.274927
79,86,-20.276672
59,107,-20.277126
74,107,-20.277597
181,188,-20.27815
122,152,-20.278261
32,103,-20.279093
95,104,-20.280571
152,181,-20.280775
34,132,-20.281189
182,191,-20.282164
4,170,-20.282618
186,192,-20.283579
97,177,-20.28475
5,106,-20.284964
34,69,-20.285995
119,164,-20.286177
51,127,-20.286531
118,180,-20.287838
146,177,-20.28912
122,138,-20.289904
165,190,-20.290144
152,163,-20.290304
16,64,-20.291277
46,155,-20.292315
0,21,-20.292814
59,140,-20.292921
140,191,-20.293242
122,188,-20.293425
67,181,-20.294556
6,62,-20.294802
36,152,-20.295681
105,126,-20.295774
12,146,-20.297514
21,142,-20.297817
60,137,-20.2983
89,154,-20.298647
15,173,-20.299028
83,165,-20.300167
34,173,-20.30039
42,186,-20.30081
14,154,-20.301367
36,55,-20.301844
68,115,-20.301943
12,19,-20.302525
45,130,-20.302801
